ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
26338,M,WHITE,28-32,TRUE,5,Standard,High School Diploma,0,Drug,Less than 1 year,8,6 or more,3 or more,5 or more,5 or more,5 or more,TRUE,FALSE,2,4 or more,TRUE,3 or more,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,3 or more,9.571428571,0,0,0,0,1,3,FALSE,1
15990,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,0,Drug,More than 3 years,3,3,0,0,2,0,FALSE,TRUE,2,0,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,6,0,2,136.8823529,0,0,0,0,0.687580576,0.313923507,FALSE,0
6793,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,0,Property,Less than 1 year,8,6 or more,1,5 or more,1,4,FALSE,FALSE,1,3,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,0,8,0,0,0.166666672,0.166666672,1,2,FALSE,1
3400,M,WHITE,48 or older,FALSE,5,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,10 or more,6 or more,2,5 or more,1,5 or more,FALSE,TRUE,3 or more,1,TRUE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4 or more,0,2,3 or more,95.58333333,0.166666672,0.083333336,0.166666672,0.25,0,0,FALSE,1
23439,M,WHITE,28-32,TRUE,5,Standard,High School Diploma,0,Violent/Non-Sex,Less than 1 year,5,3,1,1,0,3,FALSE,FALSE,1,1,TRUE,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
10675,M,WHITE,38-42,FALSE,5,Standard,High School Diploma,1,Drug,Greater than 2 to 3 years,3,3,1,1,1,2,TRUE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,,0,0,0,0,0,,FALSE,0
18517,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,1,Drug,Less than 1 year,3,3,1,0,1,2,FALSE,FALSE,0,3,TRUE,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,38.1,0,0,0,0,0.94488189,0.958661417,FALSE,0
18261,M,WHITE,38-42,FALSE,5,Standard,High School Diploma,1,Drug,Less than 1 year,5,4,0,2,2,3,TRUE,TRUE,2,2,FALSE,0,2 or more,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,2,1,15,0,0,0.181818187,0.090909094,1,2,FALSE,1
8611,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,1,Property,1-2 years,10 or more,4,1,5 or more,1,1,FALSE,FALSE,3 or more,2,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,18.4,0,0,0,0,1,2,FALSE,1
20334,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,1,Property,Less than 1 year,2,3,1,1,1,1,FALSE,FALSE,1,1,FALSE,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4 or more,10 or more,3 or more,3 or more,21.3,0.033333335,0.033333335,0,0,0.350547731,0.571596244,TRUE,1
2782,M,WHITE,33-37,TRUE,5,Standard,High School Diploma,1,Property,Less than 1 year,8,6 or more,1,5 or more,0,4,TRUE,FALSE,3 or more,1,FALSE,3 or more,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,43.09090909,0.090909094,0,0.090909094,0,0.4092827,0.77056962,FALSE,1
25537,M,WHITE,18-22,FALSE,5,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,1,4,0,1,1,0,FALSE,FALSE,0,2,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,13.90322581,0,0,0,0,1,1.694895592,FALSE,0
4897,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,9,1,1,5 or more,0,5 or more,FALSE,FALSE,3 or more,2,TRUE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.754901961,2,FALSE,1
5738,M,WHITE,48 or older,FALSE,5,Standard,High School Diploma,2,Drug,1-2 years,10 or more,6 or more,3 or more,5 or more,3,5 or more,TRUE,FALSE,1,1,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,0,1,123.8,0,0,0,0,0.153473344,1.770193861,FALSE,1
18138,M,BLACK,48 or older,FALSE,5,Standard,High School Diploma,2,Drug,1-2 years,10 or more,6 or more,2,2,3,5 or more,FALSE,TRUE,3 or more,4 or more,TRUE,1,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,1,0,80.8,0,0,0,0,0.775990099,0.452042079,TRUE,1
9691,M,WHITE,48 or older,FALSE,5,Standard,High School Diploma,2,Drug,More than 3 years,10 or more,3,2,1,5 or more,2,FALSE,FALSE,2,1,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,3 or more,101.3529412,0,0,0.05882353,0,0.058618688,0.21198491,FALSE,1
400,M,BLACK,33-37,TRUE,5,Standard,High School Diploma,2,Other,Greater than 2 to 3 years,10 or more,6 or more,3 or more,4,5 or more,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,,,,,,0,0,FALSE,1
22307,M,BLACK,23-27,TRUE,5,Standard,High School Diploma,2,Other,Less than 1 year,5,6 or more,0,0,2,5 or more,FALSE,FALSE,1,1,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,10 or more,0,3 or more,42.5,0.041666668,0,0,0,0.904901961,0.358088235,FALSE,0
24213,M,WHITE,23-27,FALSE,5,Standard,High School Diploma,2,Other,Less than 1 year,2,0,0,0,0,1,FALSE,FALSE,2,0,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,8,0,1,193.3333333,0,0,0,0,0.993103448,0.629741379,TRUE,1
25656,M,WHITE,28-32,TRUE,5,Standard,High School Diploma,2,Other,Less than 1 year,2,0,0,0,2,0,FALSE,FALSE,0,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,3 or more,70.33333333,0,0,0,0,0,0,FALSE,1
22737,M,WHITE,43-47,FALSE,5,Standard,High School Diploma,2,Other,Less than 1 year,10 or more,6 or more,1,2,5 or more,5 or more,FALSE,FALSE,3 or more,3,TRUE,0,2 or more,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,1,FALSE,0
942,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,2,Property,Less than 1 year,6,4,1,5 or more,2,2,FALSE,TRUE,2,4 or more,FALSE,2,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.941605839,1,FALSE,0
6411,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,2,Property,Less than 1 year,10 or more,2,0,5 or more,5 or more,2,FALSE,TRUE,2,1,FALSE,2,2 or more,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,0,0,11.6,0,0,0,0,0,0,FALSE,1
9092,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,2,Property,Less than 1 year,9,6 or more,3 or more,5 or more,1,5 or more,TRUE,FALSE,2,3,TRUE,3 or more,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.193548387,1,FALSE,1
10594,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,2,Property,Less than 1 year,10 or more,6 or more,0,5 or more,4,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,1,0,15.10769231,0.015384615,0,0.030769231,0,1,1.487780041,FALSE,1
17172,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,2,Property,Less than 1 year,9,4,1,5 or more,2,1,FALSE,TRUE,3 or more,1,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,6,0,0,37.1875,0,0,0.0625,0,0.865546218,0.613865546,FALSE,0
22714,M,WHITE,38-42,FALSE,5,Standard,High School Diploma,2,Property,Less than 1 year,4,6 or more,3 or more,1,1,2,FALSE,FALSE,1,4 or more,TRUE,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,38.1,0,0,0,0,1,3.834645669,FALSE,0
13642,M,WHITE,38-42,FALSE,5,Standard,High School Diploma,2,Violent/Non-Sex,1-2 years,6,3,3 or more,0,0,2,TRUE,FALSE,3 or more,3,TRUE,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,6,0,2,51,0,0,0,0,0.87254902,1,FALSE,1
1462,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,3 or more,Drug,1-2 years,7,3,0,2,5 or more,0,FALSE,FALSE,1,1,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,1,2,43.94117647,0,0,0,0,0.950468541,1.46686747,FALSE,0
11094,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,3 or more,Drug,1-2 years,6,5,0,0,5 or more,4,FALSE,TRUE,3 or more,3,TRUE,0,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,2.032931354,TRUE,0
24670,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,3 or more,Drug,Less than 1 year,4,6 or more,0,3,3,3,FALSE,FALSE,1,4 or more,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.339987523,0.227854024,FALSE,1
22202,M,BLACK,38-42,FALSE,5,Standard,High School Diploma,3 or more,Other,1-2 years,6,4,1,0,5 or more,0,FALSE,TRUE,3 or more,1,TRUE,0,2 or more,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,2,217.8,0,0,0,0,0,0,FALSE,1
5875,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,3 or more,Property,Less than 1 year,7,6 or more,1,5 or more,2,1,TRUE,FALSE,1,2,FALSE,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,28.42857143,0,0,0,0,0.964824121,1,FALSE,1
11455,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,5 or more,5 or more,4,FALSE,FALSE,1,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,7,3 or more,1,73.6,0,0,0,0,0,0,FALSE,1
10,M,BLACK,43-47,FALSE,5,Standard,High School Diploma,3 or more,Property,More than 3 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,TRUE,TRUE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,27.8,0,0,0,0,0.35971223,1,FALSE,1
6990,M,WHITE,28-32,TRUE,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,4,2,3 or more,1,0,0,FALSE,TRUE,2,0,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,35.2,0,0,0,0,0,0,FALSE,1
2828,M,WHITE,43-47,FALSE,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,0,4,1,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,10 or more,3 or more,3 or more,44.92857143,0,0,0.071428575,0,1,1.451709062,FALSE,0
6362,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,4,2,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,74.2,0,0,0,0,1,3.938005391,FALSE,0
8414,M,WHITE,48 or older,FALSE,5,Standard,Less than HS diploma,0,Drug,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,1,FALSE,TRUE,3 or more,4 or more,FALSE,3 or more,2 or more,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.188829787,0.971409574,FALSE,1
24530,M,BLACK,23-27,FALSE,5,Standard,Less than HS diploma,0,Drug,Less than 1 year,3,3,0,0,2,1,FALSE,FALSE,1,3,TRUE,0,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.637583893,0.222849298,FALSE,1
12295,M,WHITE,33-37,TRUE,5,Standard,Less than HS diploma,0,Drug,Less than 1 year,10 or more,6 or more,3 or more,5 or more,2,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,10 or more,3 or more,0,39,0,0,0,0,1,1.702797203,TRUE,1
15876,M,WHITE,33-37,FALSE,5,Standard,Less than HS diploma,0,Drug,Less than 1 year,5,0,0,0,3,2,FALSE,FALSE,1,0,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,14.12,0.039999999,0,0,0,0,0,FALSE,1
1471,M,BLACK,38-42,FALSE,5,Standard,Less than HS diploma,0,Drug,Less than 1 year,5,6 or more,3 or more,1,2,5 or more,TRUE,TRUE,2,4 or more,FALSE,1,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,0,,0,0,0,0,0,0,FALSE,0
8137,M,WHITE,38-42,FALSE,5,Standard,Less than HS diploma,0,Other,Less than 1 year,4,5,1,1,2,2,TRUE,TRUE,2,2,FALSE,0,2 or more,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,31.53846154,0,0,0,0,0.704878049,1.781707317,FALSE,0
1963,M,WHITE,33-37,TRUE,5,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,2,0,4,1,5 or more,FALSE,FALSE,3 or more,1,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,,,,,,1,2,FALSE,1
7960,M,WHITE,33-37,FALSE,5,Standard,Less than HS diploma,1,Drug,Less than 1 year,7,6 or more,0,0,4,4,FALSE,FALSE,2,1,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,98.2,0,0,0,0,0,0,FALSE,1
7366,M,WHITE,28-32,FALSE,5,Standard,Less than HS diploma,1,Other,1-2 years,5,6 or more,0,1,3,5 or more,FALSE,FALSE,0,4 or more,TRUE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4 or more,10 or more,3 or more,3 or more,42.51851852,0.074074075,0,0.074074075,0,1,0.636324042,FALSE,0
23277,M,WHITE,28-32,FALSE,5,Standard,Less than HS diploma,1,Other,Less than 1 year,3,6 or more,1,0,3,0,FALSE,FALSE,1,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,0,1,14.8,0,0,0,0,0,0,FALSE,1
15271,M,WHITE,28-32,TRUE,5,Standard,Less than HS diploma,1,Property,1-2 years,6,0,0,4,0,2,FALSE,FALSE,3 or more,1,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,,,,,,0,0,FALSE,1
24861,M,WHITE,28-32,FALSE,5,Standard,Less than HS diploma,1,Property,1-2 years,6,1,1,4,0,1,FALSE,FALSE,1,1,FALSE,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,2,39.2,0,0,0,0,0,0,FALSE,1
194,M,WHITE,48 or older,FALSE,5,Standard,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,1,5 or more,TRUE,FALSE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,,,,,,1,2,TRUE,0
21264,M,WHITE,33-37,FALSE,5,Standard,Less than HS diploma,1,Property,Less than 1 year,10 or more,6 or more,2,3,2,5 or more,TRUE,TRUE,2,4 or more,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,3 or more,,,,,,0,0,FALSE,1
17201,M,WHITE,28-32,FALSE,5,Standard,Less than HS diploma,1,Violent/Non-Sex,Less than 1 year,2,6 or more,2,0,1,4,TRUE,FALSE,0,2,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4 or more,10 or more,3 or more,3 or more,14.25925926,0.111111112,0,0,0,0.218181818,1.897402597,FALSE,1
11427,M,WHITE,23-27,TRUE,5,Standard,Less than HS diploma,2,Drug,Less than 1 year,8,3,1,1,5 or more,2,FALSE,FALSE,1,2,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,2.083174905,FALSE,1
14948,M,WHITE,28-32,FALSE,5,Standard,Less than HS diploma,2,Drug,Less than 1 year,6,6 or more,0,4,3,3,FALSE,FALSE,3 or more,4 or more,FALSE,1,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,46.6,0,0,0,0,1,2.35139485,TRUE,1
22,M,BLACK,33-37,FALSE,5,Standard,Less than HS diploma,3 or more,Drug,1-2 years,10 or more,6 or more,0,1,5 or more,5 or more,FALSE,FALSE,2,4 or more,FALSE,0,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,22.85,0.050000001,0,0,0,1,3.196936543,FALSE,0
23181,M,BLACK,38-42,FALSE,5,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,5,2,2,2,5 or more,FALSE,FALSE,3 or more,1,TRUE,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,11.23529412,0,0,0,0,0.931937173,0.637434555,FALSE,1
17020,M,BLACK,28-32,FALSE,5,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,10 or more,6 or more,0,3,2,5 or more,TRUE,TRUE,3 or more,4 or more,FALSE,2,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,10 or more,3 or more,1,4.094972067,0.005586592,0,0.005586592,0.002793296,0.325375171,0.24914734,FALSE,0
9959,M,WHITE,38-42,FALSE,5,Standard,Less than HS diploma,3 or more,Property,1-2 years,8,3,1,5 or more,1,2,FALSE,FALSE,1,1,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,85.6,0,0,0,0,0.904205607,0.85338785,TRUE,1
18211,M,WHITE,38-42,FALSE,5,Standard,Less than HS diploma,3 or more,Property,1-2 years,2,1,0,2,0,1,FALSE,FALSE,2,1,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,0,,,,,,0,0,FALSE,0
18733,M,WHITE,48 or older,FALSE,5,Standard,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,0,5 or more,3,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,27.57142857,0,0,0,0,1,2,FALSE,1
14182,M,WHITE,33-37,FALSE,5,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,4,6 or more,0,1,4,2,FALSE,FALSE,2,4 or more,FALSE,1,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE,1
3097,M,WHITE,43-47,FALSE,5,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,6,6 or more,3 or more,2,0,2,TRUE,FALSE,1,4 or more,TRUE,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,0,2,,,,,,0,0,FALSE,1
8104,M,BLACK,23-27,TRUE,5,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,3,3,1,1,2,1,FALSE,TRUE,1,1,FALSE,2,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0.862745098,1,FALSE,0
2252,M,WHITE,38-42,FALSE,5,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,5,2,3 or more,1,0,3,FALSE,FALSE,2,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,31.2,0,0,0,0,0,0,TRUE,0
26002,M,WHITE,23-27,FALSE,6,High,At least some college,0,Property,1-2 years,2,6 or more,3 or more,2,0,1,FALSE,TRUE,0,4 or more,TRUE,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,14.5,0,0,0,0,0,0,TRUE,1
10903,M,WHITE,23-27,TRUE,6,High,At least some college,0,Property,Less than 1 year,8,0,0,4,1,1,FALSE,FALSE,1,0,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.959459459,2,FALSE,1
22536,M,WHITE,23-27,FALSE,6,High,At least some college,0,Violent/Non-Sex,Less than 1 year,5,0,0,2,0,2,TRUE,FALSE,3 or more,0,FALSE,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,15.82352941,0,0,0,0,0,0,FALSE,1
9825,M,WHITE,28-32,FALSE,6,High,At least some college,0,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,1,5 or more,2,5 or more,FALSE,FALSE,2,4 or more,FALSE,3 or more,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 or more,6,0,3 or more,35.41176471,0,0,0.05882353,0.05882353,0.591362126,0.606727575,FALSE,1
13307,M,WHITE,28-32,FALSE,6,High,At least some college,1,Drug,1-2 years,2,2,1,2,0,0,FALSE,FALSE,1,1,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,114.3333333,0,0,0,0,1,2,FALSE,0
